AS2148 ITEP
AS51334 VSMPO-AVISMA
AS51339 ARKTIKA
AS51341 GCS-AS
AS51343 FORCELINE-AS
AS51348 AORS-AS
AS51352 VLSU-AS
AS51360 CEB-AS
AS51369 FIORD-RU-AS
AS51372 ORANGE-AS
AS51376 MobiDengi
AS51384 GENDALF-AS
AS51389 SEVENGIS-AS
AS51397 BASHNEFT-AS
AS51408 SIRIUS-AS
AS51410 AS51410
AS51416 ENISEYNET-KRAS-AS
AS51418 Krayinvestbank-AS
AS51419 ASIBT
AS51427 RAEX-AS
AS51428 IRONNET-AS
AS51437 glavnivz
AS51442 StreamTelecom-AS
AS51443 itlogic
AS51444 IT-LITE-NET
AS51446 KATTELECOMNET
AS51448 ASURALCABELNETS
AS51456 KAPITAL-SVYAZ-AS
AS51464 IBANK2RU
AS51470 Velpharm-AS
AS51471 Russkiy-Alcogol-AS
AS51472 AIF
AS51477 TKANDALAKSHA-AS
AS51478 ASBFATELECOM
AS51488 GARANTTELESETI-AS
AS51494 ELMA-AS
AS51506 SVIAZ-SERVICE-NET
AS51507 ASINTELLEKT
AS51511 TRADE-EXPRESS-AS
AS51515 VEGA-NET-AS
AS51518 KAFA-NET-AS
AS51520 RH
AS51522 ONLINE
AS51523 GYMN-PERSPEKTIVA-AS
AS51525 ASITLTD
AS51532 TEVIA-AS
AS51536 GAZPROMBANK-KRASNOYARSK-AS
AS51538 tekcom
AS51543 SAMARA-TTK
AS51547 TDS
AS51552 ASGORINFOSET
AS51562 almazovcentre
AS51570 SPB-AS
AS51578 IT-VEGA
AS51579 CORP-PARTNER-AS
AS51583 KTS-AS
AS51592 ASSVIFTTELECOM
AS51593 QUASAR
AS51596 RUSTEKO-AS
AS51599 PRIMORNEFT-NET
AS51600 JSCB-ENISEY-AS
AS51604 EKAT-AS
AS51607 IpMedia-Sochi
AS51612 ALFATEL-AS
AS51613 KOMUS-AS
AS51623 GINAGENCY-AS
AS51624 ITC21VEK-AS
AS51628 EAV-AS
AS51631 SERGEY-MUTIN-AS
AS51633 CHRG-AS
AS51635 E-MORDOVIA
AS51638 PJSC_Megafon
AS51639 FIABANKRUS-ASN
AS51641 VSK
AS51642 RS_CB
AS51645 IRKUTSK-AS
AS51655 ILIM-NET
AS51659 ASBAXET
AS51663 ASADMSOL
AS51665 TELEDISCOUNT
AS51666 AS-OKHOST-LLC
AS51667 RENCONS-AS
AS51668 ASPIK
AS51669 HCN-NET
AS51680 SSIV-AS
AS51685 Micron-Media-AS
AS51686 SILVER-AS
AS51690 APPLIEDTECH-AS
AS51698 ACTIVEHOST-RU-AS
AS51700 CTM_Ltd-AS
AS51705 Moskovia-Telecom-NET
AS51715 POLYMETAL-AS
AS51716 MOSRP-AS
AS51721 UCB
AS51723 TKB_Investment_Partners
AS51724 FLYNET-AS
AS51730 ASITCENTR
AS51740 ASZZZING
AS51748 SOGAZ-AS
AS51756 IGRASERVICE-RU-AS
AS51764 AMTEL-AS
AS51771 MTSBANK
AS51780 VNIIKR-AS
AS51781 MRG037-AS
AS51783 dedic-center-as
AS51789 TimewebCloud
AS51804 NNOV-AS
AS51811 LOKOBANK-AS
AS51812 KTVS-AS
AS51813 DARTEL
AS51819 YAR-AS
AS51831 TRETYAKOV-AS
AS51836 ASNEMIYA
AS51838 LESPROEKT-AS
AS51842 INET-AS
AS51860 VDNH-AS
AS51869 SPbMAPO-NET
AS51880 TELETEXT-NET
AS51882 GOV45-AS
AS51883 PUMORI-AS
AS51884 TERATEL-AS
AS51891 GSPNET-AS
AS51892 VTC-MOBILE
AS51893 PROFCOMM-AS
AS51904 UTEX-AS
AS51912 EAO-AS
AS51916 GARANTSERVICE
AS51919 LNO-DC1-AS
AS51921 INTSYS-AS
AS51932 ORVD-AS
AS51951 DATASPHERE-AS
AS51952 KVANT
AS51957 AQUAFON-AS
AS51971 SKOLKOVO
AS51973 KOLT-AS
AS51974 VipNet-AS
AS51977 ROSGEOLFOND-AS
AS51981 SIAB-AS
AS51990 TIKSI-AS
AS51991 TELE-MAG-AS
AS51994 RUSAGRO
AS51998 ArhCity
AS52002 psoft-as
AS52006 MoscowBrewingCompanyAS
AS52007 ADRIVER
AS52008 NESTER-NET
AS52010 STAVCOM-AS
AS52015 DANCER-AS
AS52016 ADFACT
AS52022 KLIMENKO-AA-AS
AS52027 GC-AS
AS52028 INFORMATION-TECHNOLOGY-COMPANY-AS
AS52031 TELECOM-AS
AS52040 KITEJ-TELECOM-AS
AS52043 TAIGET-AS
AS52046 BASHNIPINEFT-AS
AS52047 M-Video-AS
AS52052 TRKTV-NET
AS52060 MAXIMATELECOM-SPB-AS
AS52061 NETESHIN-AS
AS52062 FCI-NET-AS
AS52067 RTKIB-AS
AS52069 VMTP-AS
AS52085 RU-MEDVEDHOLDING-NET
AS52086 COREDATANET-AS
AS52090 UNICONF-AS
AS52091 LEVEL-MSK-AS
AS52094 BITBYTENET-AS
AS52096 ARMZ-AS
AS52104 runexis-as
AS52107 AS44676
AS52108 ITC-AS
AS52118 GU-YAO-AS
AS52141 DELRUS-AS
AS52146 SARFTI-AS
AS52156 KINEF
AS52163 Optima-AS
AS52166 RUSAGRO-PRIMORIE
AS52168 Artencia-AS
AS52175 MAGELLAN-AS
AS52184 GIVC
AS52193 Evrokontakt-as
AS52194 IT-AS
AS52197 SITC-OREL-MNT-AS
AS52201 TCTEL
AS52205 SILON-SU-AS
AS52207 TULA-AS
AS52208 ETC-Com-net
AS52217 ISKRA-AS
AS52218 CHYUS-NET-AS
AS52222 ASMAGNITTV
AS56326 ASDEVYATKA
AS56330 KURGAN-AS
AS56331 InfoLink-AS
AS56333 mephi-as
AS56336 VKN
AS56340 UmnyeSeti-AS
AS56341 ENTER-AS
AS56342 IT-GROUP
AS56350 TELENET2-AS
AS56351 FORAIS-AS
AS56358 BALTTELECOMPORT-AS
AS56361 ORGTECH-AS
AS56364 GPI-AS
AS56374 NPI-TU
AS56377 MGSK-AS
AS56379 QUICA-AS
AS56383 NORDSKY-AS
AS56384 AVANTEL
AS56387 PIP-AS
AS56390 KEMOMS-AS
AS56392 ATK-AS
AS56394 itsystems
AS56398 PAYU-AS
AS56405 RIB-NET
AS56407 ASZHIGULI-NET
AS56409 KALUGA-ORG-AS
AS56420 RYAZAN-AS
AS56425 HANDY-AS
AS56426 ASVOLNA-NET
AS56434 MODESCO-AS
AS56436 CHELYABINSK-AS
AS56437 ASVDC-NETWORK
AS56445 NNP-AS
AS56451 TELEKEY-S-AS
AS56462 Destiny
AS56463 ASAVICENA
AS56476 ASCITYLINE
AS56477 NTKLtd-AS
AS56480 PWRS-AS
AS56483 AKTIV-SOFT-AS
AS56487 Sotrudnik-AS
AS56493 DLINE-AS
AS56506 PDS-AS
AS56516 BG-AS
AS56529 RUAD-AS
AS56534 PIRIX-INET-AS
AS56535 ALPARI-AS
AS56536 BPROJECT-AS
AS56537 CPL-AS
AS56541 KOMETA-AS
AS56542 PARKTELECOM-AS
AS56552 STORMWALL-RUS
AS56557 VORONEZH-IT-AS
AS56562 TELECOM-PLUS-AS
AS56564 WM-AGENCY
AS56565 CRPT-AS
AS56574 TKRSS
AS56577 ASRELINK
AS56578 ALCOM-AS
AS56580 CYBERCOM
AS56581 CIT-AS
AS56592 TELEWEST-INET-AS
AS56601 AUCNET-AS
AS56603 TENTORIUM-AS
AS56613 PSKAS
AS56618 ASARCTICNET
AS56619 KSB
AS56621 IntexLtd-AS
AS56626 Multiservice-AS
AS56627 ITH-AS
AS56631 ONLANTA-NET
AS56634 ASFLYTECH
AS56649 ASPETROVKA
AS56663 SVAROG-AS
AS56664 ASSIGMA
AS56666 ATLAS
AS56667 INTERCOM-AS
AS56669 NNGS-AS
AS56671 MEDIS-AS
AS56674 MARYA-AS
AS56676 MCS-AS
AS56677 TELECLUB-AS
AS56678 GYDROZO-AS
AS56679 TECOM-AS
AS56685 POST-SERVICE-AS
AS56686 YRI-RU-AS
AS56689 ELTL-AS
AS56690 VNET-LLC-AS
AS56691 FABRIKANT-AS
AS56692 THEBANKOFKAZAN
AS56694 SmartApe
AS56699 NCEC
AS56701 AVANTA-AS
AS56702 Chitatechenergo-AS
AS56705 MEGAINTELSYSTEMS-AS
AS56707 NETCOM
AS56720 FORTUNA-AS
AS56721 Legion-AS
AS56724 TINCO
AS56725 GOZNAK-AS
AS56741 GLORIA-JEANS-AS
AS56757 Dobryj_hosting-AS
AS56760 GAU-RK-CIT-AS
AS56761 MULTINEX-MIASS-AS
AS56763 INFOTELL-AS
AS56768 MF-AS
AS56769 DONCLIP-AS
AS56776 DIALOGSIBERIA-AS
AS56777 NIITP
AS56779 ASDRUZHBA
AS56785 GUP-GK-Berlin-AS
AS56791 CT-AS
AS56793 EFBANK-AS
AS56794 NYT-AS
AS56802 OZ-WEB-AS
AS56806 ascom4s
AS56807 ASKLON
AS56810 TOLMACHEVO-AS
AS56814 T2TELECOM-AS
AS56820 EVRAZHOLDING
AS56829 VNIITR-as
AS56830 ASCHITATTK
AS56836 ZSSK-AS
AS56842 PLATFORMA-AS
AS56845 ASVLAZER
AS56846 NSC-AS
AS56852 Aquaphor-AS
AS56853 LMN-AS
AS56854 Yemelyanovo-Airport
AS56857 DKTEL-OPRF
AS56862 PLT-ADMIN-AS
AS56864 WELLSERVER-AS
AS56866 VSC-AS
AS56874 ELECTROSVYAZ-AS
AS56875 SPRINT-TEL-AS
AS56877 SPHAERA-AS
AS56879 PETROPAVLOVSK-AS
AS56880 ASTECOM
AS56881 ASRND
AS56886 RedStar-as
AS56888 KRNET-AS
AS56889 RADIOTEKHNIKA-AS
AS56893 TELECOM_108
AS56895 SVIAZTELECOM-AS
AS56903 INTECH-GLOBAL
AS56915 MALINA-AS
AS56917 DALTECH-AS
AS56923 VIRTUALFORT-AS
AS56928 BIZNESFON-AS
AS56930 CLARUSTELECOM-AS
AS56931 Eurasia-Peering
AS56934 CRAFTHOSTING-AS
AS56935 Clinic-Aesthetic-Medicine
AS56936 ASMBIT
AS56939 CREDOS
AS56947 INTERNETSS-AS
AS56952 LBRegions
AS56954 Optima-AS
AS56957 IX-2-AS
AS56959 IBCZ1-AS
AS56960 TELEMONTAG-AS
AS56964 IT-PARK-AS
AS56969 DVO-IX
AS56975 Metrex-AS
AS56977 ASSTILAR
AS56981 TOMSK-AS
AS56982 Enel-OGK-5-AS
AS56985 RUSTEL-AS
AS56991 Planetarium-AS
AS56996 Rosnefteflot-AS
AS57003 PORTALTELENET-AS
AS57006 Servis-N-AS
AS57010 CLODO-AS
AS57011 SENET-AS
AS57018 INLINETEL
AS57019 SVYAZ-AS
AS57026 CHEB-AS
AS57036 AVILON-AS
AS57038 AMURTELEKOM-AS
AS57041 KSS-Telecom-AS
AS57044 BRYANSK-AS
AS57045 NGS
AS57046 AUCCTUR
AS57047 ABIProduct
AS57056 STW-IX-RS
AS57059 AS57059
AS57064 SMedia-AS
AS57073 Wildberries-AS
AS57078 RAPPORTO
AS57079 KHABAROVSK-AS
AS57085 TELECOM-MEDIA-AS
AS57091 CNT-AS
AS57092 AEN-AS
AS57093 ASYALTA
AS57107 RSCC-AS
AS57108 ATLANTA-AS-1
AS57109 Zenline
AS57113 TVIPTEL-AS
AS57120 TMK-AS
AS57123 Garant-AS
AS57128 KGS-NET
AS57139 SYBEST
AS57145 FOMS-AS
AS57149 IT-KGN-AS
AS57153 ASTELESYSTEM
AS57164 OT
AS57174 SETISERVISY
AS57181 ASRTK
AS57182 SHOPPINGLIVE-AS
AS57186 ROSSTEL
AS57191 ITB-AS
AS57193 Ruweb-NN-AS
AS57200 ASMOIDOKUMENTI
AS57209 FKOM-AS
AS57211 COSTCOM
AS57212 NEXTCONTACT-AS
AS57214 VIDIKON
AS57215 MSS-AS
AS57227 ASSUBNET05
AS57233 ASKOMPANON
AS57244 ASMILLENIUM
AS57245 IT-XXI-AS
AS57246 WellTelecom
AS57250 RU-NET-AS
AS57251 Intelcom
AS57261 YARTV-AS
AS57268 ASZACHITAINFO
AS57271 BITWEB-AS
AS57272 ASORIONSKT
AS57274 PSCB
AS57277 BAIKAL-IX-TRANSIT-AS
AS57281 ASTKSSEVEROZAPAD
AS57290 DKTEL-LEN
AS57296 MULTICARTA-OFC-AS
AS57303 LUIS-SEVERO-ZAPAD-AS
AS57304 RUBY-AS
AS57306 WEBPRIMEGROUP-AS
AS57309 AksaTel
AS57312 ESOFT-AS
AS57314 GLAVKOM-RU-AS
AS57319 TANDER-AS
AS57320 T-TELECOM-MNT-AS
AS57323 ASKUBANOPTPRODTORG
AS57333 ASKASPIYTELEKOM
AS57334 SATS-AS
AS57339 TAN-AS
AS57352 ROSSIYA-SEGODNYA
AS57354 SYSTEMA-AS
AS57362 MSNET-AS
AS57363 CDNvideo-AS
AS57364 KMARUDA-AS
AS57368 SST-AS
AS57371 MASSNET-AS
AS57372 COMTELCO-AS
AS57375 VN
AS57378 ROSTOV-AS
AS57380 TELENET-AS
AS57383 ASTERRANET
AS57393 VIVA-AS
AS57396 ASIZBERBASH
AS57410 M-BECON-AS
AS57411 NOVOTEHNIKS-AS
AS57418 ASGENERALTEL
AS57419 LLCFlex-AS-TR
AS57420 FORATELECOM-AS
AS57421 RUSSCOMM-AS
AS57424 LINENEW-AS
AS57425 CHELYABINSK-FOMS-AS
AS57427 SIERRAMSK-AS
AS57432 MOTORDETAL-AS
AS57434 BAGIRA-AS
AS57438 KRASMED-AS
AS57449 ARENTEL-AS
AS57451 TV-MEDIA-AS
AS57452 Summit-Systems-AS
AS57456 INTEK-MYTISCHI-AS
AS57471 TRANS-INTERCOM-V-AS
AS57482 SMP-AS
AS57484 KIAE-TRANSIT-AS
AS57487 MIXTELECOM-AS
AS57489 Telecom-Uslugi-AS
AS57490 SATTEL-AS
AS57494 ADMAN-AS
AS57501 UNECO-AS
AS57503 TAXTELECOM
AS57510 TSB-AS
AS57512 SPORTMASTER
AS57526 URALNETWORKS-AS
AS57528 eKassir-as
AS57529 GTNT-AS
AS57530 GPMRADIO
AS57531 REGIONINFOCOM-AS
AS57534 ASAHMEDOV
AS57541 INTER-AS
AS57549 SKS-AS
AS57552 ONRELA-AS
AS57553 TENDENCE-AS
AS57557 VC-JILHOZ
AS57561 SPATENT-AS
AS57562 PULS-KT-AS
AS57570 QIWIW-AS
AS57571 Telekonika_ruza-AS
AS57572 LESTA-AS
AS57573 greenatom
AS57579 STAVROPOLSTROYOPTORG
AS57580 SRCI-MID-RF-AS
AS57583 ASVASHNET
AS57587 ASINTEGSETISVYAZI
AS57589 ESUPPORT-AS
AS57596 ITH-AS
AS57609 KELLOGG-RUS-AS
AS57614 Balabanovo-AS
AS57615 ispnet-me
AS57620 AS_TISERVICE
AS57627 ASILBIT
AS57628 CFT-MSK-AS
AS57629 IVI-RU
AS57631 VMB-ROSTOV-AS
AS57636 OLBORG
AS57637 GOVKHABARK
AS57639 NETPLUS-AS
AS57641 Infotehstroy-LTD
AS57645 LICARD-AS
AS57649 GAZPROM-MEDIA-HOLDING
AS57652 ZELTELECOM-AS
AS57655 ITC-AS
AS57658 AUTOASSISTANCE
AS57661 Deil-AS
AS57662 PB-SZ-AS
AS57663 RCK-AS
AS57671 ASTPK
AS57679 TRK-TONUS-AS
AS57680 LOKOMOTIV
AS57681 ASN-MGTS-USPD2
AS57683 MONITEL-AS
AS57700 DEEPWEB-AS
AS57708 Chepetsky-Mechanical-Plant-AS
AS57711 NETLINE-LTD-AS
AS57712 SOFTVIDEO-AS
AS57724 DDOS-GUARD
AS57725 Noroshkin-AS
AS57730 ASPAGERCOM
AS57737 AECC-AS
AS57741 SVYAZ-AS
AS57742 ASTVT
AS57749 EUROMEDIA
AS57753 Radist-AS
AS57754 AIS-SERVICE-AS
AS57756 TEL-AS
AS57762 OTK-AS-3
AS57766 ENERGOINFORM-AS
AS57781 YARTELESERVICE-AS
AS57783 EXPERTIT-AS
AS57785 SISTEMABANK-AS
AS57796 FREIGHT-LINK-AS
AS57798 IT-NET-LTD-AS
AS57803 TELESERVIS-AS
AS57805 NUTEP-AS
AS57806 AKB-URAL-FD-AS
AS57808 AS-SATDV-AMK
AS57812 YAKOVLEV-SS-AS
AS57818 KIK-AS
AS57820 City-Stream-AS
AS57822 TN-RU-ASN
AS57824 METRONET-AS
AS57827 ASSKOMPLEKT
AS57828 PRISTAV-AS
AS57835 FGUP-ELEKTROSVYAZ-AS
AS57842 UralKonnektServis-AS
AS57843 INTERLOGICA-LTD-AS
AS57856 lyceum1-AS
AS57857 WinNER-ASN
AS57861 ASSTROJTELKOM
AS57865 KRD-AS
AS57867 REA-AS
AS57871 ASTELECENTR
AS57874 EUROCABEL-AS
AS57876 UAZ
AS57882 ASSETEVYEPROEKTY
AS57884 MAS-AS
AS57885 OIKUMENA-AS
AS57898 ASCOMPUTERTRADE
AS57899 MASANDRA-AS
AS57901 PAUTINA-AS
AS57903 IPSERVICE
AS57906 LAMODA-AS
AS57917 MIDICT
AS57918 ACOD-AS
AS57919 ASWICOM
AS57923 DYMOV-AS
AS57930 VTB_Insurance-AS
AS57931 DATRION-AS
AS57940 SVIAZSTROY-AS2
AS57941 SVIAZSTROY-AS1
AS57947 BUSINESS-IT-NET
AS57952 ASEXE24
AS57953 GRIDCOM-RT-AS
AS57971 AS-MS
AS57973 CLOUDGAMING-REGION-AS
AS57988 Foton-AS
AS57990 ASALIEV
AS57996 ROSGEOLOGIA-AS
AS58000 MTN-NET-AS
AS58002 SINFORM
AS58006 Technet-AS
AS58008 ASRUSHOLOD
AS58009 ENERGODATA-AS
AS58019 ARMTEK
AS58020 TERSYS-AS
AS58024 DZINET-AS
AS58027 XYLONET-AS
AS58031 APS-RA-AS
AS58036 SKYLINE-AS
AS58037 Masterra-AS
AS58041 AriaTV
AS58042 Bonch
AS58045 SPORTS-AS
AS58048 BEZHECK-AS
AS58050 AZIMUTTELECOM
AS58060 SYS-S
AS58063 VSTU
AS58067 ASCHITATEH
AS58070 KSN-AS
AS58071 RUDN-AS
AS58072 ZENONLINE-AS
AS58084 NEWCONTACT-AS
AS58090 DAZ-AS
AS58091 ASBIOHIMTEH
AS58094 JSC-Vnukovo-International-Airport
AS58095 LANLINK-AS
AS58096 Elit-TV-AS
AS58097 TAXCOM-AS
AS58100 DALCOMBANK-AS
AS58103 panoramahd-as
AS58107 PERMENERGO-AS
AS58108 USC-AS
AS58112 Sber-YAR-AS
AS58116 ASMAMBA
AS58134 ASSVYAZSERVIS
AS58135 ASKALUGAASTRAL
AS58136 ASPARUS
AS58139 PLAZA-AS
AS58147 BELLINTEGRATOR
AS58155 WEBDEPO-AS
AS58157 RICENTR-AS
AS58158 KTV-AS
AS58163 ASEXIAR
AS58178 GRAND-AUTO-AS
AS58187 IRCN-AS
AS58189 ASAVICOM
AS58190 ASNETWORKLABORATORY
AS58191 DEVELOPONBOX
AS58194 Avtokonneks-AS
AS58207 POLYUS-AS
AS58210 SKYNET-AS
AS58217 ASBELKOMSTROY
AS58219 ASEKUS
AS58225 TechAssistAS
AS58228 IT-Telecom
AS58229 Equifax
AS58230 INTELCOM-AS
AS58231 RU-CHELINDBANK
AS58236 MFC45-AS
AS58238 MKS-AS
AS58240 ASNPODS
AS58241 ASCABELTV
AS58255 INRRAS
AS58257 ASAGROCOMGROUP
AS58258 RULOK-AS
AS58268 NOVIIVEK
AS58278 ASSIST24-AS
AS58279 VNIGNI
AS58284 ASRTSTELECOM
AS58285 ASATRI
AS58288 OTK-AS
AS58290 TransMedia-AS
AS58292 ASCLOUDTECHNOLOGY
AS58301 KEYSYSTEMS-AS
AS58304 ASKTS
AS58306 Galactika-service-AS
AS58310 IZHTELEPORT-AS
AS58314 B2B-Telecom
AS58319 Kazakov-AS
AS58341 Freedom-Finance-AS
AS58344 ICOTEL
AS58347 AIK-AS
AS58351 ECONETSIB-AS
AS59392 FLASH-INTERNET-AS
AS59399 RMRS-AS
AS59404 KORKINO-AS
AS59412 WuerthRussia-AS
AS59416 NEVZ-AS
AS59418 NewTechnologies-AS
AS59420 MEDNET
AS59423 NB-ENERGO-AS
AS59424 OOO-HAS-TELEKOM-AS
AS59425 HORIZONMSK-AS
AS59428 KRD-IX-AS
AS59433 GTS
AS59434 AuctionHouse-AS
AS59440 LIGHTPORT
AS59446 DOCTORWEB
AS59452 ZIS-AS
AS59459 ATK-AS
AS59465 sciener-AS
AS59467 Wezzet-as
AS59475 ELECTRON-SERVICE-AS
AS59476 ASROSINTRA
AS59482 ALIANS-MEDIA-AS
AS59483 NCSP-NET
AS59494 ENIGMA-TELECOM-AS
AS59495 ULKM-AS
AS59496 Logotelecom-AS
AS59498 TERALINESVIAZ-AS
AS59502 SO-AS
AS59504 vpsville-AS
AS59508 kl-net
AS59509 RESOURCE-MEDIA
AS59512 COALCO-AS
AS59513 SEVENTECH
AS59515 INTER-COM-AS
AS59516 ASLANAMAR
AS59517 ASMULTISTREAM
AS59525 SIBGENKO
AS59530 AUTO
AS59533 LUKYANOVA-AS
AS59534 NAVIGATOR-MUROM-AS
AS59535 Orange_Group_HH-AS
AS59537 ASLIDERTELECOM
AS59539 PITER-IX-ROSTOV
AS59541 IORTPC-AS
AS59549 ASVIKINGSERVIS
AS59557 ASSTATUSTELECOM
AS59558 ASIRCPRIKAMJE
AS59559 ASGREENLINE
AS59561 ASTLTSU
AS59571 APPSMINISTRY-AS
AS59574 AS-STUPINO-NET
AS59575 AS-NEWAGE
AS59580 BATTERFLYAIMEDIA-AS
AS59584 INDIKOM-AS
AS59589 novitatelecom
AS59591 WIRENET_AS
AS59595 ASTENETATELEKOM
AS59596 ASKNET
AS59600 ATLAS-TELECOM-AS
AS59601 HEADHUNTER-OFFICE-AS
AS59603 Kamchatka-AS
AS59604 INFOTECS-AS
AS59606 ETP-AS
AS59612 DANCER-AS
AS59614 URALMICRO-AS
AS59616 BAIKAL-TELEPORT-AS
AS59624 KIAE-COMPUTING-AS
AS59627 DOCKER-RU-AS
AS59637 ASRSINET
AS59639 LUREIT-AS
AS59640 RESO-GARANTIA-AS
AS59641 BESTHOLDING-ASN
AS59653 ATEL-AS
AS59656 ER76-AS
AS59661 Telekom365-AS
AS59663 Oline-contact
AS59665 ULTRATEL-AS
AS59666 ZETTALINE-AS
AS59667 AUDIOTELE-AS
AS59672 TDDT-AS
AS59673 EETP
AS59679 ARZHI-AS
AS59683 iridatelecom
AS59687 KOMTELEKOM-AS
AS59688 MARKET-FA
AS59693 AS-INTRONEX
AS59696 ADMKRSK
AS59698 DWDM-AS
AS59712 RBIX-NET
AS59713 ERTH-KURSK-AS
AS59714 KSU-AS
AS59718 UPECO-AS
AS59722 ROSSIA-AIRLINES-AS
AS59726 ARCTEL-AS59726
AS59731 LIFELINK-AS
AS59734 INET-RU-AS
AS59738 FOKKS-AS
AS59740 GORSETI
AS59744 RU-CRIMEANET-AS
AS59792 MMK-AS
AS59793 CISP-AS
AS59801 GIVC
AS59815 TRK-METRO-AS
AS59823 MTRIX-ALCHEVSK-AS
AS59825 VURNARY-AS
AS59831 MegaTelekom-AS
AS59833 SEVTELECOM-AS
AS59837 GLOBALPORTS-AS
AS59840 BALTBANK-AS
AS59846 FGC-AS
AS59848 LURE-TRANSIT-AS
AS59850 ZARPLATA-RU-AS
AS59867 OPTILINK-AS
AS59883 VTELL-AS
AS59906 MILANDR
AS59916 FORTEINVEST-AS
AS59917 OTK
AS59928 ELECTROSIGNAL
AS59935 TUI-AS
AS59941 EVERGREEN-AS
AS59946 ORBITA-AS
AS59954 TN-IX-RS
AS59957 BILLING-CENTER-AS
AS59960 Mega-AS
AS59975 PLAYTELECOM
AS59986 ELDORADO-AS
AS59994 TecsGroup-AS
AS60002 Terabait-AS
AS60005 IT-service-AS
AS60006 RADUGA-TELECOM
AS60028 ALATYR-AS
AS60029 TV-MYTISCHI
AS60034 SOFTLINE-INTG
AS60040 RBS-ITP
AS60042 OnTelecom-AS
AS60043 CENTRODOM-AS
AS60048 FARMAIMPEX-AS
AS60058 IT-Osoba-AS
AS60062 ThreeDATA-AS
AS60065 LICARD-EU-AS
AS60067 N-Telecom-AS
AS60072 EGS-Telecom-AS
AS60075 GORODOK-NET
AS60081 LAMPYRIS-AS
AS60085 Connect-AS
AS60095 NN-AS
AS60098 INSITINVEST-AS
AS60108 FUSION-AS
AS60119 EDINOS-AS
AS60122 SBERBANK-VDI
AS60124 AMIGOS-AS
AS60139 Sever-Telecom
AS60151 RARUS-AS
AS60162 CLOUDDC-AS
AS60165 DIALOG-AS
AS60172 YARNET-KALUGA
AS60177 PARI
AS60179 YARMIAC
AS60180 NEW
AS60192 RZN-AS
AS60212 Bitecom-AS
AS60216 FAITID-AS
AS60224 TelematikaNET
AS60231 CityTravel
AS60245 NET-23NET-AS
AS60246 PG-19
AS60252 OST-LLC-AS
AS60263 RADISTR-AS
AS60283 START-AS
AS60287 IPDOM-AS
AS60290 JSC-AS
AS60292 MediaCom-Arch
AS60299 MMTS-AS
AS60308 INTERNETTECHNOLOGY
AS60312 FIVECOM-AS
AS60328 scomm
AS60329 SAFIB
AS60338 EDUNET2-AS
AS60343 ROSCAP-AS
AS60346 V_F_Tanker-AS
AS60347 INFOCONTENT-AS
AS60348 OPEN-RES-4-AS
AS60357 MEGAGROUP-AS
AS60360 METHOLDING
AS60361 BCS-QUIK-AS
AS60363 FB-GROUP
AS60365 IPCOM-AS
AS60366 KIZILTELEKOM-AS
AS60373 MIRAN-IX
AS60375 METHOLDING
AS60383 GAZPROMBANK
AS60388 TRANSNEFT-TELECOM-AS
AS60389 MANIR-AS
AS60413 INNOVATIVE-SOLUTIONS-AS
AS60430 REDIX
AS60434 ALLSAFE-AS
AS60437 FORABANK-AS
AS60452 ESEH-AS
AS60459 FLEXLINE-AS
AS60465 NBRA-AS
AS60470 CountryOnline-AS
AS60473 CTI
AS60476 MYCOM-AS
AS60482 PJSCKOKS
AS60484 ASEVER-AS
AS60489 ASCIT
AS60490 MTS-CLOUD
AS60496 KR-Rostov
AS60500 ASHCSIBIR
AS60510 VICTORY-AS
AS60513 RU-RN-INFORM-KOMSOMOLSK
AS60518 ARRIAH
AS60519 SHLH
AS60523 KAROFILM
AS60544 RBS-DSP
AS60548 INTERTELEKOM-AS
AS60553 RIGLA-MO-AS
AS60554 MEGIONLINK-AS
AS60556 LTUS-AS
AS60561 MONUMENT-A-AS
AS60566 INTERNETGEO26-AS
AS60568 YSP-AS
AS60569 ARD-Teleport
AS60573 R-TK-AS
AS60575 SibServisSvyaz
AS60579 STM-CHT-AS
AS60580 PII
AS60598 Labirint-AS
AS60599 Webkompas-AS
AS60600 HSDT-AS
AS60603 UTEL-AS
AS60612 ALBATROS-AS
AS60623 ATCOM-AS
AS60625 RU-RESTRAN
AS60628 ROSENERGO
AS60635 VoiceCom-net
AS60642 PRESNYA
AS60643 IMTSA-AS
AS60651 Stek-Kazan
AS60655 INTEGRAL-AS
AS60660 ASTotalvideo
AS60678 RCC
AS60681 IMPULSE-AS
AS60684 BNEDV-NET
AS60691 GLAVSV-AS
AS60692 RAA-AS
AS60693 MileTelecom
AS60702 POSTBANK
AS60704 INETRO-AS
AS60716 IUT-AS
AS60720 POLYCOMM-AS
AS60722 SPBGASU-AS
AS60726 MOSOBLBANK-AS
AS60730 KA-INTERNET-AS
AS60731 Connecto
AS60732 ASRIKTEL
AS60738 DELTATELEKOM-AS
AS60740 TCTR-AS
AS60747 MODUS-AS
AS60748 ASN-BINSTRAH
AS60753 ABBGROM
AS60763 SIBIR-IX-RS
AS60764 TK-Telecom
AS60768 FFORMA
AS60771 C-CORP-AS
AS60773 NEWSYS-KHO
AS60779 Stroymontag-AS
AS60796 CUSTOMSCARD
AS60797 RU-SFDATA-AS
AS60818 NPOTELEMETRY
AS60826 STOLOTO
AS60827 FNG
AS60832 ASOKEY
AS60833 NLMK-AS
